row_id,fault_type,fault_bus,fault_impedance_ohm,pre_fault_voltage_pu,fault_voltage_pu,fault_current_pu,fault_current_ka,loading_pu
29950,LL,3,0.046,1.0177,0.6129,0.7293,6.1628,0.5911
29951,LLG,4,0.046,1.0195,0.6533,0.6592,5.6691,0.5526
29952,OC,5,0.046,1.07,0.9749,0.1663,1.4549,0.2815
29953,LLL,6,0.046,1.0615,0.5596,0.9058,8.0619,0.6882
29954,LLLG,7,0.046,1.09,0.6189,0.8499,7.6913,0.6574
29955,SLG,8,0.046,1.0559,0.6172,0.791,7.2775,0.6251
29956,LL,9,0.046,1.051,0.6462,0.7293,6.8192,0.5911
29957,LLG,10,0.046,1.0569,0.6769,0.6843,6.5009,0.5664
29958,OC,11,0.046,1.0552,0.953,0.1792,1.7292,0.2886
29959,LLL,12,0.046,1.0504,0.4893,1.0135,9.9318,0.7474
29960,LLLG,13,0.046,1.0355,0.51,0.9489,9.4413,0.7119
29961,SLG,0,0.01,1.06,0.5544,0.9179,7.3428,0.6848
29962,LL,1,0.01,1.045,0.5956,0.8156,6.6472,0.6286
29963,LLG,2,0.01,1.01,0.6035,0.7376,6.1218,0.5857
29964,OC,3,0.01,1.0177,0.9145,0.1861,1.5729,0.2824
29965,LLL,4,0.01,1.0195,0.4607,1.0146,8.7259,0.738
29966,LLLG,5,0.01,1.07,0.5657,0.9155,8.0107,0.6835
29967,SLG,6,0.01,1.0615,0.61,0.8195,7.2937,0.6307
29968,LL,7,0.01,1.09,0.6732,0.7563,6.8444,0.596
29969,LLG,8,0.01,1.0559,0.6645,0.7102,6.5342,0.5706
29970,OC,9,0.01,1.051,0.9478,0.1861,1.7405,0.2824
29971,LLL,10,0.01,1.0569,0.4766,1.0537,10.0098,0.7595
29972,LLLG,11,0.01,1.0552,0.5114,0.9873,9.5276,0.723
29973,SLG,12,0.01,1.0504,0.5448,0.9179,8.995,0.6848
29974,LL,13,0.01,1.0355,0.5698,0.8453,8.4104,0.6449
29975,LLG,0,0.014,1.06,0.6404,0.7609,6.087,0.6085
29976,OC,1,0.014,1.045,0.9382,0.1922,1.5662,0.2957
29977,LLL,2,0.014,1.01,0.4323,1.0483,8.701,0.7666
29978,LLLG,3,0.014,1.0177,0.4959,0.9467,7.9993,0.7107
29979,SLG,4,0.014,1.0195,0.5519,0.8481,7.2938,0.6565
29980,LL,5,0.014,1.07,0.6549,0.7527,6.5857,0.604
29981,LLG,6,0.014,1.0615,0.6866,0.6797,6.0494,0.5638
29982,OC,7,0.014,1.09,0.9908,0.1783,1.6133,0.288
29983,LLL,8,0.014,1.0559,0.4995,1.0097,9.2889,0.7453
29984,LLLG,9,0.014,1.051,0.5292,0.9467,8.8513,0.7107
29985,SLG,10,0.014,1.0569,0.5715,0.8806,8.3655,0.6743
29986,LL,11,0.014,1.0552,0.6078,0.8114,7.83,0.6363
29987,LLG,12,0.014,1.0504,0.6308,0.7609,7.4565,0.6085
29988,OC,13,0.014,1.0355,0.9249,0.1991,1.9813,0.2995
29989,LLL,0,0.018,1.06,0.4638,1.0813,8.6507,0.7947
29990,LLLG,1,0.018,1.045,0.5061,0.9772,7.9644,0.7375
29991,SLG,2,0.018,1.01,0.5267,0.8762,7.2722,0.6819
29992,LL,3,0.018,1.0177,0.5882,0.7782,6.5756,0.628
29993,LLG,4,0.018,1.0195,0.6312,0.7033,6.0488,0.5868
29994,OC,5,0.018,1.07,0.971,0.1774,1.5524,0.2976
29995,LLL,6,0.018,1.0615,0.5285,0.9665,8.6019,0.7316
29996,LLLG,7,0.018,1.09,0.5898,0.9068,8.2065,0.6987
29997,SLG,8,0.018,1.0559,0.5903,0.844,7.765,0.6642
29998,LL,9,0.018,1.051,0.6215,0.7782,7.276,0.628
29999,LLG,10,0.018,1.0569,0.6539,0.7301,6.9364,0.6016
30000,OC,11,0.018,1.0552,0.9486,0.1912,1.845,0.3052
30001,LLL,12,0.018,1.0504,0.4542,1.0813,10.5971,0.7947
30002,LLLG,13,0.018,1.0355,0.4772,1.0124,10.0738,0.7568
30003,SLG,0,0.022,1.06,0.5612,0.9037,7.2296,0.707
30004,LL,1,0.022,1.045,0.6015,0.8032,6.5463,0.6518
30005,LLG,2,0.022,1.01,0.6086,0.7265,6.0303,0.6096
30006,OC,3,0.022,1.0177,0.915,0.1834,1.5498,0.3109
30007,LLL,4,0.022,1.0195,0.4678,1.0,8.6,0.76
30008,LLLG,5,0.022,1.07,0.5718,0.9026,7.8974,0.7064
30009,SLG,6,0.022,1.0615,0.6153,0.8082,7.1925,0.6545
30010,LL,7,0.022,1.09,0.6782,0.7456,6.7476,0.6201
30011,LLG,8,0.022,1.0559,0.6692,0.7,6.44,0.595
30012,OC,9,0.022,1.051,0.9483,0.1834,1.7149,0.3109
30013,LLL,10,0.022,1.0569,0.4843,1.0379,9.8602,0.7809
30014,LLLG,11,0.022,1.0552,0.5187,0.9723,9.3829,0.7448
30015,SLG,12,0.022,1.0504,0.5516,0.9037,8.8562,0.707
30016,LL,13,0.022,1.0355,0.5761,0.832,8.2788,0.6676
30017,LLG,0,0.026,1.06,0.6458,0.7493,5.9944,0.6321
30018,OC,1,0.026,1.045,0.9388,0.1893,1.5428,0.3241
30019,LLL,2,0.026,1.01,0.4398,1.0329,8.5728,0.7881
30020,LLLG,3,0.026,1.0177,0.5025,0.933,7.8835,0.7331
30021,SLG,4,0.026,1.0195,0.5576,0.8361,7.1901,0.6798
30022,LL,5,0.026,1.07,0.6597,0.7422,6.4939,0.6282
30023,LLG,6,0.026,1.0615,0.6907,0.6704,5.9668,0.5887
30024,OC,7,0.026,1.09,0.9912,0.1758,1.5908,0.3167
30025,LLL,8,0.026,1.0559,0.5064,0.9953,9.1568,0.7674
30026,LLLG,9,0.026,1.051,0.5358,0.933,8.7232,0.7331
30027,SLG,10,0.026,1.0569,0.5776,0.8676,8.2423,0.6972
30028,LL,11,0.026,1.0552,0.6135,0.7992,7.7128,0.6596
30029,LLG,12,0.026,1.0504,0.6362,0.7493,7.3431,0.6321
30030,OC,13,0.026,1.0355,0.9256,0.1961,1.9508,0.3278
30031,LLL,0,0.03,1.06,0.4718,1.0651,8.5209,0.8158
30032,LLLG,1,0.03,1.045,0.5131,0.9628,7.8467,0.7595
30033,SLG,2,0.03,1.01,0.5327,0.8634,7.1666,0.7049
30034,LL,3,0.03,1.0177,0.5934,0.7671,6.4817,0.6519
30035,LLG,4,0.03,1.0195,0.6357,0.6935,5.964,0.6114
30036,OC,5,0.03,1.07,0.9714,0.175,1.531,0.3262
30037,LLL,6,0.03,1.0615,0.5347,0.9535,8.486,0.7544
30038,LLLG,7,0.03,1.09,0.5957,0.8943,8.0936,0.7219
30039,SLG,8,0.03,1.0559,0.5958,0.8322,7.6561,0.6877
30040,LL,9,0.03,1.051,0.6267,0.7671,7.1721,0.6519
30041,LLG,10,0.03,1.0569,0.6588,0.7195,6.8356,0.6257
30042,OC,11,0.03,1.0552,0.9492,0.1884,1.8178,0.3336
30043,LLL,12,0.03,1.0504,0.4622,1.0651,10.4381,0.8158
30044,LLLG,13,0.03,1.0355,0.4848,0.997,9.9204,0.7784
30045,SLG,0,0.034,1.06,0.5676,0.8903,7.1226,0.7297
30046,LL,1,0.034,1.045,0.6069,0.7915,6.4509,0.6753
30047,LLG,2,0.034,1.01,0.6134,0.7161,5.9439,0.6339
30048,OC,3,0.034,1.0177,0.9155,0.1808,1.528,0.3395
30049,LLL,4,0.034,1.0195,0.4744,0.9862,8.4811,0.7824
30050,LLLG,5,0.034,1.07,0.5776,0.8903,7.7903,0.7297
30051,SLG,6,0.034,1.0615,0.6202,0.7974,7.097,0.6786
30052,LL,7,0.034,1.09,0.6828,0.7355,6.6561,0.6445
30053,LLG,8,0.034,1.0559,0.6735,0.6903,6.351,0.6197
30054,OC,9,0.034,1.051,0.9488,0.1808,1.6908,0.3395
30055,LLL,10,0.034,1.0569,0.4915,1.023,9.7189,0.8027
30056,LLLG,11,0.034,1.0552,0.5255,0.9582,9.2462,0.767
30057,SLG,12,0.034,1.0504,0.558,0.8903,8.7252,0.7297
30058,LL,13,0.034,1.0355,0.5821,0.8195,8.1544,0.6907
30059,LLG,0,0.038,1.06,0.6632,0.716,5.7279,0.6438
30060,OC,1,0.038,1.045,0.9425,0.1808,1.4737,0.3495
30061,LLL,2,0.038,1.01,0.4645,0.9863,8.1863,0.7925
30062,LLLG,3,0.038,1.0177,0.5248,0.8906,7.5255,0.7398
30063,SLG,4,0.038,1.0195,0.5777,0.7978,6.8612,0.6888
30064,LL,5,0.038,1.07,0.6776,0.7079,6.1945,0.6394
30065,LLG,6,0.038,1.0615,0.7069,0.6393,5.6895,0.6016
30066,OC,7,0.038,1.09,0.9947,0.1677,1.5174,0.3422
30067,LLL,8,0.038,1.0559,0.5305,0.9498,8.7379,0.7724
30068,LLLG,9,0.038,1.051,0.5581,0.8906,8.3271,0.7398
30069,SLG,10,0.038,1.0569,0.5982,0.8285,7.8707,0.7057
30070,LL,11,0.038,1.0552,0.6322,0.7635,7.3675,0.6699
30071,LLG,12,0.038,1.0504,0.6536,0.716,7.0166,0.6438
30072,OC,13,0.038,1.0355,0.9294,0.1874,1.8646,0.3531
30073,LLL,0,0.042,1.06,0.4967,1.0181,8.1448,0.74
30074,LLLG,1,0.042,1.045,0.5356,0.92,7.498,0.686
30075,SLG,2,0.042,1.01,0.553,0.8248,6.8458,0.6336
30076,LL,3,0.042,1.0177,0.6114,0.7325,6.1895,0.5829
30077,LLG,4,0.042,1.0195,0.6521,0.662,5.6931,0.5441
30078,OC,5,0.042,1.07,0.9748,0.167,1.461,0.2718
30079,LLL,6,0.042,1.0615,0.5579,0.9095,8.0946,0.6802
30080,LLLG,7,0.042,1.09,0.6173,0.8534,7.7232,0.6494
30081,SLG,8,0.042,1.0559,0.6157,0.7944,7.3084,0.6169
30082,LL,9,0.042,1.051,0.6448,0.7325,6.8488,0.5829
30083,LLG,10,0.042,1.0569,0.6755,0.6873,6.5296,0.558
30084,OC,11,0.042,1.0552,0.9528,0.18,1.737,0.279
30085,LLL,12,0.042,1.0504,0.4871,1.0181,9.9774,0.74
30086,LLLG,13,0.042,1.0355,0.5079,0.9533,9.4854,0.7043
30087,SLG,0,0.046,1.06,0.5881,0.8513,6.8104,0.6582
30088,LL,1,0.046,1.045,0.6252,0.7566,6.1662,0.6061
30089,LLG,2,0.046,1.01,0.63,0.6843,5.6797,0.5664
30090,OC,3,0.046,1.0177,0.919,0.1727,1.4596,0.285
30091,LLL,4,0.046,1.0195,0.4979,0.9417,8.0987,0.7079
30092,LLLG,5,0.046,1.07,0.5989,0.8499,7.4363,0.6574
30093,SLG,6,0.046,1.0615,0.6393,0.7609,6.772,0.6085
30094,LL,7,0.046,1.09,0.7002,0.7021,6.3537,0.5761
30095,LLG,8,0.046,1.0559,0.6897,0.6592,6.0646,0.5526
30096,OC,9,0.046,1.051,0.9523,0.1727,1.6151,0.285
30097,LLL,10,0.046,1.0569,0.5156,0.9776,9.287,0.7277
30098,LLLG,11,0.046,1.0552,0.5478,0.9159,8.8382,0.6937
30099,SLG,12,0.046,1.0504,0.5785,0.8513,8.3427,0.6582
30100,LL,13,0.046,1.0355,0.6007,0.7839,7.7994,0.6211
30101,LLG,0,0.01,1.06,0.6385,0.7649,6.119,0.6007
30102,OC,1,0.01,1.045,0.938,0.1932,1.5743,0.2862
30103,LLL,2,0.01,1.01,0.4297,1.0537,8.7454,0.7595
30104,LLLG,3,0.01,1.0177,0.4936,0.9514,8.0395,0.7033
30105,SLG,4,0.01,1.0195,0.55,0.8523,7.3297,0.6488
30106,LL,5,0.01,1.07,0.6532,0.7563,6.6176,0.596
30107,LLG,6,0.01,1.0615,0.6851,0.6829,6.078,0.5556
30108,OC,7,0.01,1.09,0.9907,0.1791,1.6211,0.2785
30109,LLL,8,0.01,1.0559,0.4971,1.0146,9.3346,0.738
30110,LLLG,9,0.01,1.051,0.5269,0.9514,8.8957,0.7033
30111,SLG,10,0.01,1.0569,0.5693,0.8851,8.4082,0.6668
30112,LL,11,0.01,1.0552,0.6058,0.8156,7.8706,0.6286
30113,LLG,12,0.01,1.0504,0.6289,0.7649,7.4958,0.6007
30114,OC,13,0.01,1.0355,0.9246,0.2002,1.9919,0.2901
30115,LLL,0,0.014,1.06,0.4611,1.087,8.6957,0.7878
30116,LLLG,1,0.014,1.045,0.5037,0.9822,8.0051,0.7302
30117,SLG,2,0.014,1.01,0.5246,0.8806,7.3088,0.6743
30118,LL,3,0.014,1.0177,0.5864,0.782,6.6081,0.6201
30119,LLG,4,0.014,1.0195,0.6297,0.7068,6.0782,0.5787
30120,OC,5,0.014,1.07,0.9708,0.1783,1.5598,0.288
30121,LLL,6,0.014,1.0615,0.5263,0.971,8.642,0.7241
30122,LLLG,7,0.014,1.09,0.5878,0.9111,8.2456,0.6911
30123,SLG,8,0.014,1.0559,0.5883,0.8481,7.8027,0.6565
30124,LL,9,0.014,1.051,0.6197,0.782,7.312,0.6201
30125,LLG,10,0.014,1.0569,0.6522,0.7338,6.9713,0.5936
30126,OC,11,0.014,1.0552,0.9484,0.1922,1.8545,0.2957
30127,LLL,12,0.014,1.0504,0.4514,1.087,10.6522,0.7878
30128,LLLG,13,0.014,1.0355,0.4746,1.0178,10.1269,0.7498
30129,SLG,0,0.018,1.06,0.559,0.9083,7.2666,0.6996
30130,LL,1,0.018,1.045,0.5996,0.8073,6.5793,0.644
30131,LLG,2,0.018,1.01,0.607,0.7301,6.0602,0.6016
30132,OC,3,0.018,1.0177,0.9149,0.1843,1.5574,0.3014
30133,LLL,4,0.018,1.0195,0.4654,1.0048,8.6411,0.7526
30134,LLLG,5,0.018,1.07,0.5698,0.9068,7.9344,0.6987
30135,SLG,6,0.018,1.0615,0.6136,0.8119,7.2256,0.6465
30136,LL,7,0.018,1.09,0.6766,0.7491,6.7793,0.612
30137,LLG,8,0.018,1.0559,0.6676,0.7033,6.4708,0.5868
30138,OC,9,0.018,1.051,0.9482,0.1843,1.7233,0.3014
30139,LLL,10,0.018,1.0569,0.4818,1.0431,9.9091,0.7737
30140,LLLG,11,0.018,1.0552,0.5163,0.9772,9.4302,0.7375
30141,SLG,12,0.018,1.0504,0.5494,0.9083,8.9016,0.6996
30142,LL,13,0.018,1.0355,0.5741,0.8364,8.3218,0.66
30143,LLG,0,0.022,1.06,0.644,0.7531,6.0246,0.6242
30144,OC,1,0.022,1.045,0.9386,0.1902,1.5504,0.3146
30145,LLL,2,0.022,1.01,0.4374,1.0379,8.6147,0.7809
30146,LLLG,3,0.022,1.0177,0.5003,0.9374,7.9214,0.7256
30147,SLG,4,0.022,1.0195,0.5558,0.84,7.224,0.672
30148,LL,5,0.022,1.07,0.6582,0.7456,6.5239,0.6201
30149,LLG,6,0.022,1.0615,0.6894,0.6735,5.9938,0.5804
30150,OC,7,0.022,1.09,0.9911,0.1766,1.5981,0.3071
30151,LLL,8,0.022,1.0559,0.5042,1.0,9.2,0.76
30152,LLLG,9,0.022,1.051,0.5336,0.9374,8.7651,0.7256
30153,SLG,10,0.022,1.0569,0.5756,0.8718,8.2826,0.6895
30154,LL,11,0.022,1.0552,0.6117,0.8032,7.7511,0.6518
30155,LLG,12,0.022,1.0504,0.6344,0.7531,7.3802,0.6242
30156,OC,13,0.022,1.0355,0.9254,0.1971,1.9608,0.3184
30157,LLL,0,0.026,1.06,0.4692,1.0704,8.5634,0.8087
30158,LLLG,1,0.026,1.045,0.5108,0.9675,7.8852,0.7521
30159,SLG,2,0.026,1.01,0.5307,0.8676,7.2011,0.6972
30160,LL,3,0.026,1.0177,0.5917,0.7707,6.5125,0.6439
30161,LLG,4,0.026,1.0195,0.6342,0.6967,5.9917,0.6032
30162,OC,5,0.026,1.07,0.9712,0.1758,1.538,0.3167
30163,LLL,6,0.026,1.0615,0.5327,0.9577,8.5239,0.7468
30164,LLLG,7,0.026,1.09,0.5938,0.8984,8.1306,0.7141
30165,SLG,8,0.026,1.0559,0.594,0.8361,7.6917,0.6798
30166,LL,9,0.026,1.051,0.625,0.7707,7.2061,0.6439
30167,LLG,10,0.026,1.0569,0.6572,0.723,6.8685,0.6177
30168,OC,11,0.026,1.0552,0.949,0.1893,1.8267,0.3241
30169,LLL,12,0.026,1.0504,0.4596,1.0704,10.4901,0.8087
30170,LLLG,13,0.026,1.0355,0.4823,1.0021,9.9706,0.7711
30171,SLG,0,0.03,1.06,0.5655,0.8947,7.1576,0.7221
30172,LL,1,0.03,1.045,0.6052,0.7953,6.4821,0.6674
30173,LLG,2,0.03,1.01,0.6119,0.7195,5.9721,0.6257
30174,OC,3,0.03,1.0177,0.9153,0.1817,1.5351,0.3299
30175,LLL,4,0.03,1.0195,0.4722,0.9907,8.52,0.7749
30176,LLLG,5,0.03,1.07,0.5757,0.8943,7.8253,0.7219
30177,SLG,6,0.03,1.0615,0.6186,0.8009,7.1283,0.6705
30178,LL,7,0.03,1.09,0.6813,0.7388,6.6861,0.6363
30179,LLG,8,0.03,1.0559,0.6721,0.6935,6.3801,0.6114
30180,OC,9,0.03,1.051,0.9487,0.1817,1.6987,0.3299
30181,LLL,10,0.03,1.0569,0.4892,1.0279,9.7651,0.7953
30182,LLLG,11,0.03,1.0552,0.5233,0.9628,9.2909,0.7595
30183,SLG,12,0.03,1.0504,0.5559,0.8947,8.768,0.7221
30184,LL,13,0.03,1.0355,0.5801,0.8236,8.1951,0.683
30185,LLG,0,0.034,1.06,0.6492,0.7419,5.9355,0.6481
30186,OC,1,0.034,1.045,0.9392,0.1875,1.5278,0.3431
30187,LLL,2,0.034,1.01,0.4446,1.023,8.4912,0.8027
30188,LLLG,3,0.034,1.0177,0.5066,0.9242,7.8098,0.7483
30189,SLG,4,0.034,1.0195,0.5612,0.8284,7.1241,0.6956
30190,LL,5,0.034,1.07,0.6628,0.7355,6.4355,0.6445
30191,LLG,6,0.034,1.0615,0.6933,0.6645,5.9142,0.6055
30192,OC,7,0.034,1.09,0.9915,0.1742,1.5765,0.3358
30193,LLL,8,0.034,1.0559,0.5108,0.9862,9.0728,0.7824
30194,LLLG,9,0.034,1.051,0.5399,0.9242,8.6416,0.7483
30195,SLG,10,0.034,1.0569,0.5815,0.8594,8.1639,0.7126
30196,LL,11,0.034,1.0552,0.6171,0.7915,7.6382,0.6753
30197,LLG,12,0.034,1.0504,0.6396,0.7419,7.271,0.6481
30198,OC,13,0.034,1.0355,0.9261,0.1941,1.9313,0.3468
30199,LLL,0,0.038,1.06,0.4944,1.0228,8.1826,0.8126
30200,LLLG,1,0.038,1.045,0.5336,0.9242,7.5322,0.7583
30201,SLG,2,0.038,1.01,0.5513,0.8285,6.8765,0.7057
30202,LL,3,0.038,1.0177,0.61,0.7357,6.2167,0.6546
30203,LLG,4,0.038,1.0195,0.6508,0.6648,5.7176,0.6157
30204,OC,5,0.038,1.07,0.9747,0.1677,1.4671,0.3422
30205,LLL,6,0.038,1.0615,0.5562,0.9132,8.1279,0.7523
30206,LLLG,7,0.038,1.09,0.6156,0.857,7.7557,0.7213
30207,SLG,8,0.038,1.0559,0.6141,0.7978,7.3398,0.6888
30208,LL,9,0.038,1.051,0.6433,0.7357,6.8789,0.6546
30209,LLG,10,0.038,1.0569,0.6741,0.6904,6.5589,0.6297
30210,OC,11,0.038,1.0552,0.9527,0.1808,1.7449,0.3495
30211,LLL,12,0.038,1.0504,0.4848,1.0228,10.0237,0.8126
30212,LLLG,13,0.038,1.0355,0.5057,0.9578,9.5302,0.7768
30213,SLG,0,0.042,1.06,0.5863,0.8552,6.8416,0.6504
30214,LL,1,0.042,1.045,0.6236,0.76,6.194,0.598
30215,LLG,2,0.042,1.01,0.6286,0.6873,5.7048,0.558
30216,OC,3,0.042,1.0177,0.9189,0.1735,1.4659,0.2754
30217,LLL,4,0.042,1.0195,0.496,0.9457,8.133,0.7001
30218,LLLG,5,0.042,1.07,0.5973,0.8534,7.4672,0.6494
30219,SLG,6,0.042,1.0615,0.638,0.764,6.7994,0.6002
30220,LL,7,0.042,1.09,0.6989,0.705,6.38,0.5677
30221,LLG,8,0.042,1.0559,0.6885,0.662,6.0903,0.5441
30222,OC,9,0.042,1.051,0.9522,0.1735,1.6221,0.2754
30223,LLL,10,0.042,1.0569,0.5135,0.9819,9.3281,0.72
30224,LLLG,11,0.042,1.0552,0.5458,0.92,8.878,0.686
30225,SLG,12,0.042,1.0504,0.5767,0.8552,8.381,0.6504
30226,LL,13,0.042,1.0355,0.599,0.7875,7.8357,0.6131
30227,LLG,0,0.046,1.06,0.6661,0.7094,5.6753,0.5802
30228,OC,1,0.046,1.045,0.9428,0.1792,1.4604,0.2886
30229,LLL,2,0.046,1.01,0.4687,0.9776,8.1139,0.7277
30230,LLLG,3,0.046,1.0177,0.5284,0.8829,7.4603,0.6756
30231,SLG,4,0.046,1.0195,0.5808,0.791,6.8029,0.6251
30232,LL,5,0.046,1.07,0.6802,0.7021,6.143,0.5761
30233,LLG,6,0.046,1.0615,0.7091,0.6341,5.6433,0.5387
30234,OC,7,0.046,1.09,0.9949,0.1663,1.5048,0.2815
30235,LLL,8,0.046,1.0559,0.5343,0.9417,8.6637,0.7079
30236,LLLG,9,0.046,1.051,0.5617,0.8829,8.2548,0.6756
30237,SLG,10,0.046,1.0569,0.6016,0.8212,7.8011,0.6416
30238,LL,11,0.046,1.0552,0.6354,0.7566,7.3011,0.6061
30239,LLG,12,0.046,1.0504,0.6565,0.7094,6.9523,0.5802
30240,OC,13,0.046,1.0355,0.9297,0.1857,1.8472,0.2921
30241,LLL,0,0.01,1.06,0.4582,1.0927,8.7415,0.781
30242,LLLG,1,0.01,1.045,0.5012,0.9873,8.0466,0.723
30243,SLG,2,0.01,1.01,0.5224,0.8851,7.3461,0.6668
30244,LL,3,0.01,1.0177,0.5846,0.786,6.6413,0.6123
30245,LLG,4,0.01,1.0195,0.6281,0.7102,6.1081,0.5706
30246,OC,5,0.01,1.07,0.9707,0.1791,1.5673,0.2785
30247,LLL,6,0.01,1.0615,0.5241,0.9756,8.6829,0.7166
30248,LLLG,7,0.01,1.09,0.5857,0.9155,8.2854,0.6835
30249,SLG,8,0.01,1.0559,0.5864,0.8523,7.8411,0.6488
30250,LL,9,0.01,1.051,0.6179,0.786,7.3486,0.6123
30251,LLG,10,0.01,1.0569,0.6504,0.7376,7.0068,0.5857
30252,OC,11,0.01,1.0552,0.9481,0.1932,1.8641,0.2862
30253,LLL,12,0.01,1.0504,0.4486,1.0927,10.7083,0.781
30254,LLLG,13,0.01,1.0355,0.472,1.0232,10.181,0.7428
30255,SLG,0,0.014,1.06,0.5567,0.913,7.3043,0.6922
30256,LL,1,0.014,1.045,0.5976,0.8114,6.6129,0.6363
30257,LLG,2,0.014,1.01,0.6053,0.7338,6.0907,0.5936
30258,OC,3,0.014,1.0177,0.9147,0.1852,1.5651,0.2919
30259,LLL,4,0.014,1.0195,0.4631,1.0097,8.6831,0.7453
30260,LLLG,5,0.014,1.07,0.5678,0.9111,7.9722,0.6911
30261,SLG,6,0.014,1.0615,0.6118,0.8157,7.2593,0.6386
30262,LL,7,0.014,1.09,0.6749,0.7527,6.8115,0.604
30263,LLG,8,0.014,1.0559,0.6661,0.7068,6.5022,0.5787
30264,OC,9,0.014,1.051,0.948,0.1852,1.7318,0.2919
30265,LLL,10,0.014,1.0569,0.4792,1.0483,9.9589,0.7666
30266,LLLG,11,0.014,1.0552,0.5138,0.9822,9.4784,0.7302
30267,SLG,12,0.014,1.0504,0.5471,0.913,8.9478,0.6922
30268,LL,13,0.014,1.0355,0.572,0.8408,8.3657,0.6524
30269,LLG,0,0.018,1.06,0.6422,0.7569,6.0555,0.6163
30270,OC,1,0.018,1.045,0.9384,0.1912,1.5582,0.3052
30271,LLL,2,0.018,1.01,0.4349,1.0431,8.6574,0.7737
30272,LLLG,3,0.018,1.0177,0.4981,0.942,7.96,0.7181
30273,SLG,4,0.018,1.0195,0.5539,0.844,7.2586,0.6642
30274,LL,5,0.018,1.07,0.6566,0.7491,6.5545,0.612
30275,LLG,6,0.018,1.0615,0.688,0.6766,6.0213,0.5721
30276,OC,7,0.018,1.09,0.991,0.1774,1.6056,0.2976
30277,LLL,8,0.018,1.0559,0.5019,1.0048,9.244,0.7526
30278,LLLG,9,0.018,1.051,0.5314,0.942,8.8078,0.7181
30279,SLG,10,0.018,1.0569,0.5736,0.8762,8.3236,0.6819
30280,LL,11,0.018,1.0552,0.6097,0.8073,7.7902,0.644
30281,LLG,12,0.018,1.0504,0.6326,0.7569,7.418,0.6163
30282,OC,13,0.018,1.0355,0.9251,0.1981,1.971,0.3089
30283,LLL,0,0.022,1.06,0.4665,1.0758,8.6066,0.8017
30284,LLLG,1,0.022,1.045,0.5085,0.9723,7.9244,0.7448
30285,SLG,2,0.022,1.01,0.5287,0.8718,7.2363,0.6895
30286,LL,3,0.022,1.0177,0.59,0.7744,6.5437,0.6359
30287,LLG,4,0.022,1.0195,0.6328,0.7,6.02,0.595
30288,OC,5,0.022,1.07,0.9711,0.1766,1.5451,0.3071
30289,LLL,6,0.022,1.0615,0.5306,0.9621,8.5626,0.7391
30290,LLLG,7,0.022,1.09,0.5918,0.9026,8.1682,0.7064
30291,SLG,8,0.022,1.0559,0.5922,0.84,7.728,0.672
30292,LL,9,0.022,1.051,0.6233,0.7744,7.2407,0.6359
30293,LLG,10,0.022,1.0569,0.6555,0.7265,6.9021,0.6096
30294,OC,11,0.022,1.0552,0.9488,0.1902,1.8358,0.3146
30295,LLL,12,0.022,1.0504,0.4569,1.0758,10.5431,0.8017
30296,LLLG,13,0.022,1.0355,0.4798,1.0072,10.0217,0.764
30297,SLG,0,0.026,1.06,0.5634,0.8992,7.1932,0.7145
30298,LL,1,0.026,1.045,0.6033,0.7992,6.5139,0.6596
30299,LLG,2,0.026,1.01,0.6103,0.723,6.0009,0.6177
30300,OC,3,0.026,1.0177,0.9152,0.1825,1.5424,0.3204
30301,LLL,4,0.026,1.0195,0.47,0.9953,8.5596,0.7674
30302,LLLG,5,0.026,1.07,0.5738,0.8984,7.861,0.7141
30303,SLG,6,0.026,1.0615,0.617,0.8045,7.1601,0.6625
30304,LL,7,0.026,1.09,0.6797,0.7422,6.7165,0.6282
30305,LLG,8,0.026,1.0559,0.6707,0.6967,6.4098,0.6032
30306,OC,9,0.026,1.051,0.9485,0.1825,1.7067,0.3204
30307,LLL,10,0.026,1.0569,0.4868,1.0329,9.8122,0.7881
30308,LLLG,11,0.026,1.0552,0.521,0.9675,9.3365,0.7521
30309,SLG,12,0.026,1.0504,0.5538,0.8992,8.8117,0.7145
30310,LL,13,0.026,1.0355,0.5782,0.8278,8.2365,0.6753
30311,LLG,0,0.03,1.06,0.6475,0.7456,5.9647,0.6401
30312,OC,1,0.03,1.045,0.939,0.1884,1.5352,0.3336
30313,LLL,2,0.03,1.01,0.4423,1.0279,8.5316,0.7953
30314,LLLG,3,0.03,1.0177,0.5046,0.9286,7.8463,0.7407
30315,SLG,4,0.03,1.0195,0.5594,0.8322,7.1568,0.6877
30316,LL,5,0.03,1.07,0.6613,0.7388,6.4644,0.6363
30317,LLG,6,0.03,1.0615,0.692,0.6674,5.9402,0.5971
30318,OC,7,0.03,1.09,0.9914,0.175,1.5835,0.3262
30319,LLL,8,0.03,1.0559,0.5086,0.9907,9.1144,0.7749
30320,LLLG,9,0.03,1.051,0.5379,0.9286,8.682,0.7407
30321,SLG,10,0.03,1.0569,0.5796,0.8634,8.2027,0.7049
30322,LL,11,0.03,1.0552,0.6153,0.7953,7.6751,0.6674
30323,LLG,12,0.03,1.0504,0.6379,0.7456,7.3067,0.6401
30324,OC,13,0.03,1.0355,0.9258,0.1951,1.9409,0.3373
30325,LLL,0,0.034,1.06,0.4743,1.0599,8.4793,0.8229
