row_id,fault_type,fault_bus,fault_impedance_ohm,pre_fault_voltage_pu,fault_voltage_pu,fault_current_pu,fault_current_ka,Ia_ka,Ib_ka,Ic_ka,I1_ka,I2_ka,I0_ka,Va_pu,Vb_pu,Vc_pu,loading_pu
5079,OC,3,0.0,0.9246,0.9249,0.7419,0.3173,0.3173,0.2744,0.2819,0.2688,0.0948,0.0626,0.9251,0.9311,0.9249,1.3945
5080,OC,3,0.0,0.8904,0.8595,1.6108,0.6889,0.481,0.4284,0.6889,0.4895,0.1239,0.2037,0.8595,0.8687,0.9027,2.0735
5081,OC,3,0.0,0.8577,0.8362,1.3887,0.5939,0.5939,0.4594,0.3397,0.4469,0.1401,0.0837,0.8789,0.8362,0.8591,1.8918
5082,OC,3,0.0,0.8412,0.822,2.0041,0.8571,0.8571,0.4358,0.3443,0.5425,0.1246,0.1946,0.822,0.8369,0.8477,1.7323
5083,OC,3,0.0,0.8537,0.8541,2.1253,0.9089,0.9089,0.8275,0.5921,0.7613,0.1401,0.1461,0.8541,0.8615,0.8908,3.085
5084,OC,3,0.0,0.9108,0.8877,1.3969,0.5974,0.5974,0.5141,0.5461,0.4887,0.1949,0.1723,0.9315,0.8982,0.8877,2.4082
5085,OC,3,0.0,0.942,0.9359,1.4715,0.6293,0.6293,0.3051,0.527,0.4852,0.1269,0.0642,0.9437,0.9359,0.9595,2.2101
5086,OC,3,0.0,0.8653,0.8186,0.714,0.3053,0.2529,0.3053,0.2252,0.0926,0.1474,0.1975,0.8609,0.8186,0.8393,1.5128
5087,OC,3,0.0,0.8275,0.8154,2.0506,0.877,0.7647,0.877,0.7769,0.7497,0.2023,0.2224,0.8154,0.8377,0.8407,2.8673
5088,OC,3,0.0,0.9475,0.9009,2.3107,0.9882,0.7676,0.4736,0.9882,0.7382,0.1949,0.1177,0.9009,0.9186,0.9452,3.1187
5089,OC,3,0.0,0.834,0.7807,1.7455,0.7465,0.513,0.6303,0.7465,0.6162,0.0345,0.1582,0.7807,0.8129,0.8232,2.4213
5090,OC,3,0.0,0.8216,0.8361,1.2887,0.5511,0.2333,0.497,0.5511,0.4092,0.1139,0.146,0.8473,0.8389,0.8361,2.2318
5091,OC,3,0.0,0.8624,0.8455,1.1753,0.5027,0.5027,0.0571,0.2559,0.2077,0.0796,0.2401,0.8635,0.8455,0.8553,1.2751
5092,OC,3,0.0,0.9201,0.8892,0.9693,0.4145,0.3306,0.4145,0.1995,0.2989,0.0048,0.1327,0.9142,0.8985,0.8892,1.6819
5093,OC,3,0.0,0.9234,0.9005,1.7202,0.7357,0.7357,0.7002,0.5764,0.6703,0.066,0.0304,0.9005,0.9145,0.9323,2.656
5094,OC,3,0.0,0.8623,0.8225,0.8276,0.3539,0.269,0.2083,0.3539,0.1879,0.1012,0.1865,0.8527,0.8664,0.8225,1.0863
5095,OC,3,0.0,0.8541,0.8335,1.5779,0.6748,0.4585,0.4559,0.6748,0.507,0.1171,0.1427,0.8335,0.8682,0.8533,1.9144
5096,OC,3,0.0,0.9549,0.9273,1.3335,0.5703,0.5703,0.4347,0.3832,0.4491,0.1256,0.0539,0.9512,0.9273,0.9749,2.4064
5097,OC,3,0.0,0.8264,0.8084,2.23,0.9537,0.6878,0.9537,0.5777,0.7006,0.257,0.1234,0.8084,0.8422,0.8102,2.6787
5098,OC,3,0.0,0.8929,0.8823,1.6919,0.7236,0.6922,0.7236,0.5246,0.6318,0.0433,0.1578,0.8823,0.8995,0.9171,2.6503
5099,OC,3,0.0,0.8834,0.8665,1.3811,0.5907,0.5907,0.2913,0.4755,0.4386,0.1403,0.0888,0.8921,0.8665,0.8837,2.1865
5100,OC,3,0.0,0.8481,0.8075,1.4356,0.614,0.614,0.5937,0.1858,0.4582,0.087,0.1926,0.8369,0.8561,0.8075,2.6508
5101,OC,3,0.0,0.8726,0.8719,1.9054,0.8149,0.703,0.8149,0.6335,0.6997,0.1625,0.062,0.8998,0.89,0.8719,3.0638
5102,OC,3,0.0,0.9668,0.9524,1.1103,0.4748,0.0931,0.4748,0.4269,0.3035,0.1336,0.1698,0.9525,0.9665,0.9524,2.1293
5103,OC,3,0.0,0.8218,0.7912,1.4413,0.6164,0.4983,0.6164,0.5486,0.5508,0.0765,0.0227,0.8408,0.8216,0.7912,2.5558
5104,OC,3,0.0,0.8884,0.877,1.7829,0.7625,0.7625,0.6606,0.5654,0.6498,0.1505,0.0312,0.8809,0.877,0.9027,2.119
5105,OC,3,0.0,0.8508,0.8553,1.9405,0.8299,0.7589,0.8299,0.7593,0.7797,0.0488,0.0583,0.8701,0.8553,0.8779,3.1025
5106,OC,3,0.0,0.8313,0.8091,1.2484,0.5339,0.5339,0.1427,0.308,0.1142,0.2764,0.2097,0.8343,0.8359,0.8091,1.7033
5107,OC,3,0.0,0.8464,0.8363,1.3262,0.5672,0.4259,0.4741,0.5672,0.4593,0.1218,0.1298,0.8655,0.8363,0.8851,2.289
5108,OC,3,0.0,0.8613,0.8626,1.3943,0.5963,0.5963,0.2538,0.4752,0.4233,0.1715,0.0816,0.8748,0.8626,0.8808,2.4344
5109,OC,3,0.0,0.9419,0.912,1.0196,0.4361,0.3842,0.4361,0.3744,0.3901,0.0344,0.0775,0.912,0.9443,0.9313,1.9735
5110,OC,3,0.0,0.8984,0.8928,1.6108,0.6889,0.6798,0.6889,0.4198,0.5921,0.0763,0.1209,0.9078,0.8928,0.9141,2.604
5111,OC,3,0.0,0.8316,0.8191,1.7612,0.7532,0.5329,0.7532,0.5691,0.6066,0.1538,0.0125,0.8191,0.8423,0.8342,2.3297
5112,OC,3,0.0,0.9514,0.9166,1.1935,0.5104,0.2885,0.3358,0.5104,0.1899,0.1893,0.2833,0.9868,0.9249,0.9166,1.1998
5113,OC,3,0.0,0.872,0.8687,1.2187,0.5212,0.3328,0.5212,0.2557,0.3619,0.0921,0.0991,0.8702,0.8687,0.8705,1.14
5114,OC,3,0.0,0.8301,0.8318,1.4307,0.6119,0.6119,0.5001,0.323,0.3711,0.2893,0.1467,0.8447,0.8318,0.8404,1.094
5115,OC,3,0.0,0.8532,0.8391,1.9857,0.8492,0.5447,0.7732,0.8492,0.6863,0.2473,0.0801,0.8527,0.8391,0.8525,2.3663
5116,OC,3,0.0,0.867,0.8518,2.2168,0.948,0.784,0.948,0.7677,0.832,0.071,0.0603,0.8765,0.8771,0.8518,3.1797
5117,OC,3,0.0,0.8963,0.8736,1.1426,0.4886,0.2764,0.4886,0.314,0.3356,0.0644,0.1455,0.8736,0.8748,0.8911,1.7
5118,OC,3,0.0,0.8907,0.8746,1.1337,0.4848,0.3561,0.3823,0.4848,0.4034,0.041,0.0704,0.8966,0.9086,0.8746,1.7285
5119,OC,3,0.0,0.8248,0.8115,1.8568,0.7941,0.254,0.7941,0.3034,0.4442,0.142,0.2119,0.8164,0.8115,0.8264,2.0999
5120,OC,3,0.0,0.9627,0.9454,1.7358,0.7423,0.2817,0.1288,0.7423,0.3697,0.1397,0.2439,0.9624,0.9454,1.0084,1.4354
5121,OC,3,0.0,0.9098,0.8705,1.0086,0.4313,0.2821,0.4035,0.4313,0.3546,0.1207,0.0502,0.8963,0.8705,0.9093,1.6536
5122,OC,3,0.0,0.8617,0.8518,1.2383,0.5296,0.4963,0.3137,0.5296,0.4377,0.0047,0.1297,0.8777,0.8888,0.8518,1.8961
5123,OC,3,0.0,0.8634,0.8192,1.5901,0.6801,0.4609,0.3862,0.6801,0.4832,0.1561,0.1298,0.8447,0.8192,0.8745,2.6314
5124,OC,3,0.0,0.8434,0.8364,1.7057,0.7295,0.7295,0.6672,0.2106,0.4739,0.315,0.1294,0.8522,0.8539,0.8364,3.1647
5125,OC,3,0.0,0.9069,0.918,1.5387,0.6581,0.6581,0.5947,0.6313,0.5967,0.1321,0.1469,0.9317,0.918,0.9335,2.0096
5126,OC,3,0.0,0.9151,0.9123,0.9465,0.4048,0.3295,0.4048,0.3094,0.3356,0.0546,0.0843,0.9221,0.9123,0.9321,1.6802
5127,OC,3,0.0,0.8439,0.8321,1.8077,0.7731,0.6805,0.7731,0.5362,0.5304,0.35,0.2135,0.8801,0.8321,0.8406,1.3602
5128,OC,3,0.0,0.9157,0.9162,0.7859,0.3361,0.1489,0.2375,0.3361,0.177,0.157,0.0887,0.9183,0.9162,0.9598,1.1282
5129,OC,3,0.0,0.8952,0.8956,1.0311,0.441,0.441,0.3263,0.108,0.2748,0.111,0.1279,0.8956,0.9256,0.898,1.133
5130,OC,3,0.0,0.8109,0.7814,0.85,0.3635,0.3322,0.3247,0.3635,0.3341,0.0417,0.0511,0.8117,0.7971,0.7814,1.5206
5131,OC,3,0.0,0.9369,0.9105,1.5719,0.6722,0.5315,0.6722,0.4609,0.5475,0.1142,0.0532,0.9105,0.9295,0.9384,2.9354
5132,OC,3,0.0,0.8581,0.8368,1.8709,0.8001,0.5936,0.8001,0.6662,0.6688,0.1264,0.1245,0.8792,0.8368,0.8729,3.0769
5133,OC,3,0.0,0.8251,0.8037,1.2734,0.5446,0.1883,0.3914,0.5446,0.3382,0.0313,0.2154,0.8037,0.8469,0.8294,2.0438
5134,OC,3,0.0,0.9671,0.9395,1.0664,0.4561,0.4561,0.3642,0.3524,0.3887,0.0397,0.0476,0.987,0.9395,0.9608,1.5561
5135,OC,3,0.0,0.8547,0.8628,1.3743,0.5878,0.4319,0.3831,0.5878,0.4553,0.1005,0.0942,0.8628,0.8628,0.8704,2.0815
5136,OC,3,0.0,0.8776,0.8714,1.5247,0.652,0.652,0.6154,0.5842,0.579,0.1319,0.1706,0.8714,0.9002,0.8728,2.1017
5137,OC,3,0.0,0.8527,0.8445,1.4918,0.638,0.5059,0.5006,0.638,0.528,0.1376,0.0823,0.8445,0.875,0.8504,2.6679
5138,OC,3,0.0,0.8642,0.8391,1.6694,0.714,0.6021,0.4055,0.714,0.5583,0.0599,0.174,0.8391,0.8495,0.8735,3.0333
5139,OC,3,0.0,0.8016,0.7879,0.9626,0.4117,0.2717,0.3714,0.4117,0.3446,0.0882,0.0238,0.8147,0.7879,0.8019,1.9992
5140,OC,3,0.0,0.9485,0.9101,1.2177,0.5207,0.432,0.4867,0.5207,0.4719,0.0478,0.0812,0.9101,0.9347,0.9381,2.0237
5141,OC,3,0.0,0.8756,0.8613,1.7589,0.7522,0.728,0.6873,0.7522,0.7225,0.0229,0.0151,0.8755,0.8878,0.8613,3.1278
5142,OC,3,0.0,0.9173,0.8874,1.8233,0.7798,0.6715,0.736,0.7798,0.7179,0.0566,0.1219,0.8882,0.9099,0.8874,3.0936
5143,OC,3,0.0,0.9475,0.9532,1.6828,0.7197,0.7197,0.6779,0.3526,0.5354,0.0617,0.2771,0.9587,0.9691,0.9532,2.2506
5144,OC,3,0.0,0.9084,0.8909,0.8956,0.383,0.3802,0.3172,0.383,0.1656,0.2558,0.1943,0.9048,0.8943,0.8909,1.4431
5145,OC,3,0.0,0.9493,0.931,1.0466,0.4476,0.1945,0.325,0.4476,0.3116,0.0189,0.1309,0.931,0.9687,0.9457,1.7549
5146,OC,3,0.0,0.8241,0.8201,0.6266,0.268,0.268,0.2263,0.1501,0.2005,0.0756,0.0512,0.8424,0.8608,0.8201,1.2227
5147,OC,3,0.0,0.9316,0.9163,1.0099,0.4319,0.3523,0.3719,0.4319,0.3836,0.0288,0.0405,0.9421,0.9163,0.9516,1.3905
5148,OC,3,0.0,0.9509,0.9346,2.1959,0.9391,0.9391,0.729,0.7405,0.7934,0.154,0.0268,0.9346,0.9604,0.9839,3.1487
5149,OC,3,0.0,0.9185,0.8843,1.3206,0.5648,0.4742,0.3385,0.5648,0.4394,0.1539,0.0519,0.8843,0.9261,0.916,1.8153
5150,OC,3,0.0,0.9397,0.9173,1.1219,0.4798,0.4798,0.4544,0.4086,0.4297,0.1085,0.0693,0.9173,0.9419,0.948,1.8037
5151,OC,3,0.0,0.8553,0.8347,2.0233,0.8653,0.6255,0.8653,0.8027,0.722,0.1333,0.2359,0.8552,0.8347,0.8737,3.1947
5152,OC,3,0.0,0.9054,0.8993,2.0552,0.8789,0.8789,0.7849,0.7056,0.7629,0.1116,0.1854,0.8993,0.9156,0.9148,3.0377
5153,OC,3,0.0,0.8683,0.8438,0.857,0.3665,0.1658,0.2471,0.3665,0.2279,0.1315,0.0713,0.8813,0.8783,0.8438,1.1286
5154,OC,3,0.0,0.9512,0.9245,1.4892,0.6369,0.4633,0.6369,0.6253,0.5661,0.0699,0.1082,0.9245,0.9495,0.9717,2.8798
5155,OC,3,0.0,0.908,0.8838,1.8528,0.7924,0.2471,0.7924,0.6991,0.5263,0.1582,0.3009,0.9174,0.8838,0.9049,2.7022
5156,OC,3,0.0,0.9101,0.9375,1.7906,0.7658,0.4639,0.2005,0.7658,0.4694,0.1956,0.1483,0.9375,0.9557,0.9421,2.1388
5157,OC,3,0.0,0.8932,0.8868,1.5958,0.6825,0.4033,0.6825,0.5618,0.54,0.0135,0.1512,0.8868,0.9371,0.8986,1.8572
5158,OC,3,0.0,0.913,0.8928,1.6588,0.7094,0.2809,0.4042,0.7094,0.4642,0.1427,0.1126,0.9055,0.8928,0.9357,1.9651
5159,OC,3,0.0,0.9147,0.8965,2.2017,0.9416,0.9416,0.4664,0.641,0.5791,0.3403,0.2321,0.8965,0.9166,0.9431,2.3233
5160,OC,3,0.0,0.9438,0.9236,0.7295,0.312,0.2595,0.1608,0.312,0.2188,0.0257,0.1224,0.9823,0.9607,0.9236,1.2583
5161,OC,3,0.0,0.9534,0.9508,1.0389,0.4443,0.2405,0.0521,0.4443,0.2402,0.1027,0.1331,0.9524,0.9508,0.9526,1.1705
5162,OC,3,0.0,0.8684,0.8546,1.6807,0.7188,0.0461,0.5729,0.7188,0.4097,0.3048,0.1468,0.8546,0.8562,0.8654,2.7463
5163,OC,3,0.0,0.8237,0.7896,0.8603,0.3679,0.1555,0.3679,0.3484,0.2868,0.0571,0.0903,0.7896,0.822,0.8084,1.3048
5164,OC,3,0.0,0.9128,0.891,1.3816,0.5909,0.5487,0.5909,0.5427,0.5541,0.0552,0.0696,0.9026,0.891,0.9239,2.3554
5165,OC,3,0.0,0.8781,0.8711,2.476,1.0589,0.8588,0.6151,1.0589,0.8385,0.1428,0.1492,0.8895,0.8711,0.8971,2.652
5166,OC,3,0.0,0.9354,0.943,2.231,0.9541,0.3715,0.8572,0.9541,0.6819,0.3572,0.0431,0.9523,0.9447,0.943,2.0332
5167,OC,3,0.0,0.8822,0.8555,0.8116,0.3471,0.3091,0.3471,0.2888,0.3061,0.0533,0.0574,0.9158,0.8555,0.8748,1.4362
5168,OC,3,0.0,0.8956,0.8885,0.8601,0.3678,0.3678,0.2149,0.2611,0.2197,0.1342,0.1302,0.8885,0.8996,0.8993,1.5452
5169,OC,3,0.0,0.8648,0.8321,2.6428,1.1302,0.5266,1.1302,0.4885,0.694,0.2681,0.2105,0.8321,0.8888,0.8369,2.8545
5170,OC,3,0.0,0.868,0.8816,1.3178,0.5636,0.1285,0.3261,0.5636,0.3052,0.2083,0.1014,0.8816,0.8858,0.8842,2.577
5171,OC,3,0.0,0.8776,0.8692,1.6149,0.6907,0.6907,0.5408,0.5507,0.5907,0.0686,0.0631,0.8692,0.871,0.8719,1.8147
5172,OC,3,0.0,0.9527,0.9291,1.1438,0.4892,0.327,0.0975,0.4892,0.2695,0.2008,0.0749,0.9942,0.9535,0.9291,1.6181
5173,OC,3,0.0,0.8423,0.8231,1.7628,0.7539,0.7539,0.4575,0.124,0.3891,0.2935,0.1637,0.8231,0.8601,0.8428,1.7887
5174,OC,3,0.0,0.8582,0.856,2.1,0.8981,0.6817,0.8981,0.7089,0.7554,0.1425,0.0186,0.856,0.8894,0.8625,2.6294
5175,OC,3,0.0,0.892,0.8836,0.6482,0.2772,0.1405,0.2772,0.2741,0.179,0.0735,0.1407,0.9191,0.8836,0.8927,1.1897
5176,OC,3,0.0,0.9277,0.8936,1.5059,0.644,0.4961,0.644,0.582,0.5585,0.1219,0.0801,0.9286,0.8936,0.9308,2.8482
5177,OC,3,0.0,0.926,0.9081,1.3856,0.5926,0.1333,0.5926,0.483,0.3131,0.1988,0.2513,0.9081,0.9139,0.9509,2.6108
5178,OC,3,0.0,0.8999,0.8968,1.3864,0.5929,0.5929,0.5081,0.5632,0.3771,0.3292,0.2415,0.9216,0.9061,0.8968,1.941
5179,OC,3,0.0,0.8362,0.817,1.4815,0.6336,0.6336,0.5893,0.6247,0.6087,0.0785,0.0548,0.8303,0.817,0.8573,2.7363
5180,OC,3,0.0,0.9241,0.9147,1.5069,0.6445,0.6445,0.6433,0.4738,0.5733,0.1428,0.0463,0.9259,0.9147,0.9255,2.3282
5181,OC,3,0.0,0.8291,0.8139,0.884,0.378,0.378,0.1437,0.3241,0.2579,0.0598,0.1395,0.8264,0.8423,0.8139,1.6855
5182,OC,3,0.0,0.965,0.9325,2.3344,0.9984,0.9526,0.6928,0.9984,0.8498,0.0835,0.256,0.991,0.967,0.9325,3.0337
5183,OC,3,0.0,0.8855,0.8757,1.6723,0.7152,0.6086,0.7152,0.4548,0.5902,0.0518,0.1092,0.88,0.8935,0.8757,2.2928
5184,OC,3,0.0,0.8236,0.8129,1.3362,0.5714,0.5714,0.4802,0.478,0.5049,0.0756,0.0354,0.84,0.8293,0.8129,1.7867
5185,OC,3,0.0,0.949,0.9143,1.6593,0.7096,0.3,0.7096,0.16,0.3442,0.2758,0.1088,0.9143,0.9244,0.948,1.598
5186,OC,3,0.0,0.8867,0.8748,2.6364,1.1275,0.4258,0.5987,1.1275,0.6906,0.1693,0.3132,0.8957,0.8849,0.8748,2.9877
5187,OC,3,0.0,0.8133,0.7959,2.4474,1.0467,0.5233,1.0467,0.9702,0.8418,0.0998,0.2273,0.8401,0.7959,0.8183,2.9348
5188,OC,3,0.0,0.8686,0.8477,1.9619,0.8391,0.6698,0.532,0.8391,0.6415,0.1198,0.2295,0.8733,0.8477,0.876,2.9998
5189,OC,3,0.0,0.9137,0.8958,2.5392,1.0859,1.0859,0.6067,0.6122,0.7532,0.1825,0.2001,0.8958,0.9367,0.9115,3.0653
5190,OC,3,0.0,0.8471,0.8204,1.4159,0.6055,0.5896,0.5873,0.6055,0.5752,0.1077,0.1027,0.8458,0.8422,0.8204,2.2223
5191,OC,3,0.0,0.9227,0.8895,2.8033,1.1989,1.1989,0.8683,0.5684,0.8726,0.1987,0.1926,0.9593,0.8895,0.9214,3.0386
5192,OC,3,0.0,0.8081,0.7775,1.7052,0.7293,0.7293,0.4107,0.5821,0.5633,0.1661,0.0393,0.8054,0.7775,0.8062,2.4693
5193,OC,3,0.0,0.9419,0.9214,1.6281,0.6963,0.5104,0.6963,0.6352,0.613,0.0328,0.078,0.9397,0.9214,0.9342,2.5876
5194,OC,3,0.0,0.8605,0.8615,1.2417,0.531,0.531,0.341,0.5204,0.4145,0.1185,0.1927,0.8618,0.8615,0.8695,1.3974
5195,OC,3,0.0,0.8205,0.8336,1.02,0.4362,0.2444,0.3747,0.4362,0.3263,0.1004,0.1166,0.8345,0.8336,0.8431,1.3208
5196,OC,3,0.0,0.9325,0.9061,1.9354,0.8277,0.7292,0.8277,0.6001,0.7106,0.1371,0.0439,0.9214,0.9061,0.9374,2.8052
5197,OC,4,0.0,0.8298,0.8325,2.5855,1.1057,0.7346,1.1057,1.045,0.9592,0.0948,0.1496,0.8349,0.8368,0.8325,3.0693
5198,OC,4,0.0,0.9193,0.8828,1.6937,0.7243,0.3013,0.4777,0.7243,0.4785,0.1001,0.2054,0.9447,0.9256,0.8828,2.7323
5199,OC,4,0.0,0.8966,0.875,2.4276,1.0382,0.6025,0.793,1.0382,0.809,0.085,0.1678,0.9149,0.8868,0.875,2.3768
5200,OC,4,0.0,0.928,0.904,1.2602,0.5389,0.5389,0.4043,0.3603,0.3146,0.1776,0.2531,0.9349,0.9302,0.904,1.285
5201,OC,4,0.0,0.8111,0.7989,2.1912,0.9371,0.9371,0.7347,0.1781,0.6106,0.1573,0.2925,0.8326,0.7989,0.8059,2.8386
5202,OC,4,0.0,0.912,0.8823,2.0901,0.8939,0.5867,0.4955,0.8939,0.6287,0.1709,0.1962,0.8823,0.94,0.9246,2.1845
5203,OC,4,0.0,0.8993,0.8788,2.2622,0.9675,0.9675,0.8017,0.6586,0.8026,0.1576,0.0427,0.8909,0.896,0.8788,2.5494
5204,OC,4,0.0,0.9422,0.9304,2.1192,0.9063,0.871,0.9063,0.8401,0.8689,0.0479,0.0677,0.9358,0.9304,0.941,2.9853
5205,OC,4,0.0,0.9028,0.8768,1.3096,0.5601,0.2907,0.5601,0.3341,0.3854,0.074,0.1263,0.8907,0.8978,0.8768,1.3606
5206,OC,4,0.0,0.9505,0.9351,1.774,0.7587,0.2615,0.7587,0.6306,0.5113,0.2699,0.1137,0.9691,0.9351,0.9769,2.033
5207,OC,4,0.0,0.9108,0.9108,2.4947,1.0669,0.3658,0.7734,1.0669,0.7317,0.2071,0.2124,0.9374,0.9108,0.9423,1.9623
5208,OC,4,0.0,0.9005,0.8536,1.3879,0.5936,0.5936,0.4906,0.5226,0.5269,0.0857,0.0616,0.8536,0.895,0.8651,2.1233
5209,OC,4,0.0,0.8837,0.8851,1.5639,0.6688,0.6688,0.1817,0.3268,0.0896,0.3575,0.2447,0.9184,0.8973,0.8851,1.4634
5210,OC,4,0.0,0.9469,0.92,1.718,0.7347,0.6221,0.7347,0.6759,0.662,0.1377,0.063,0.9646,0.9571,0.92,2.5465
5211,OC,4,0.0,0.9075,0.9073,2.2385,0.9573,0.9573,0.8152,0.7122,0.8226,0.1384,0.0166,0.9073,0.9083,0.9325,3.0162
5212,OC,4,0.0,0.9437,0.9124,1.7014,0.7276,0.7276,0.6584,0.6366,0.6682,0.0578,0.0786,0.931,0.9124,0.9355,2.5079
5213,OC,4,0.0,0.8424,0.8237,2.0762,0.8879,0.8879,0.7208,0.5679,0.7122,0.1389,0.1302,0.8488,0.8237,0.8608,2.5493
5214,OC,4,0.0,0.9449,0.9285,0.9226,0.3946,0.3946,0.0799,0.1433,0.2058,0.0973,0.0951,0.9512,0.9541,0.9285,1.2945
5215,OC,4,0.0,0.8557,0.8143,1.5202,0.6501,0.6501,0.2268,0.6245,0.4074,0.1181,0.3288,0.8608,0.8143,0.8705,1.5066
5216,OC,4,0.0,0.8161,0.7985,1.2326,0.5271,0.5271,0.2621,0.2354,0.3044,0.0551,0.1957,0.8162,0.7985,0.8105,1.2226
5217,OC,4,0.0,0.9159,0.8985,1.6496,0.7055,0.585,0.7055,0.1128,0.3764,0.3767,0.0246,0.9265,0.9345,0.8985,1.4972
5218,OC,4,0.0,0.9169,0.8819,1.4894,0.637,0.3491,0.2107,0.637,0.3445,0.2237,0.148,0.8819,0.9461,0.9173,1.2191
5219,OC,4,0.0,0.8951,0.8956,1.2564,0.5373,0.3367,0.4804,0.5373,0.4247,0.046,0.1689,0.9045,0.9,0.8956,1.3828
5220,OC,4,0.0,0.9287,0.9196,1.0976,0.4694,0.4114,0.3832,0.4694,0.3873,0.0907,0.1436,0.9282,0.9198,0.9196,1.5728
5221,OC,4,0.0,0.8939,0.8486,1.136,0.4858,0.4858,0.0565,0.4401,0.2396,0.2867,0.0688,0.8823,0.9274,0.8486,1.1928
5222,OC,4,0.0,0.9209,0.8949,1.483,0.6342,0.6191,0.405,0.6342,0.5527,0.0691,0.0792,0.8949,0.9405,0.9159,1.7707
5223,OC,4,0.0,0.8074,0.7909,1.4787,0.6324,0.6324,0.4462,0.4306,0.503,0.0594,0.0703,0.795,0.7909,0.8332,1.8491
5224,OC,4,0.0,0.8737,0.8438,1.7983,0.7691,0.7691,0.5727,0.3559,0.53,0.1917,0.1763,0.8742,0.8438,0.8791,2.9701
5225,OC,4,0.0,0.8984,0.8795,2.1104,0.9026,0.4225,0.9026,0.8348,0.6464,0.355,0.1393,0.9177,0.8862,0.8795,1.5521
5226,OC,4,0.0,0.8895,0.8609,2.9702,1.2703,0.4925,1.2703,0.5037,0.7335,0.2135,0.3458,0.8841,0.8609,0.9251,1.8009
5227,OC,4,0.0,0.8589,0.8287,1.4479,0.6192,0.3183,0.6192,0.3178,0.3044,0.2484,0.2021,0.8669,0.8287,0.8372,1.5626
5228,OC,4,0.0,0.8487,0.8322,2.2842,0.9769,0.9769,0.6516,0.9052,0.8277,0.0661,0.208,0.8322,0.8577,0.8854,3.1843
5229,OC,4,0.0,0.9397,0.9261,1.358,0.5808,0.3034,0.5808,0.5593,0.4775,0.0602,0.1254,0.9398,0.9261,0.952,1.9697
5230,OC,4,0.0,0.8239,0.8115,0.8633,0.3692,0.3692,0.1347,0.1615,0.2018,0.0556,0.1278,0.8115,0.8276,0.8479,1.6498
5231,OC,4,0.0,0.8503,0.8105,1.7695,0.7568,0.4453,0.7568,0.3488,0.477,0.1439,0.2221,0.8105,0.8282,0.8468,2.1883
5232,OC,4,0.0,0.8477,0.8284,2.564,1.0965,0.8298,0.9016,1.0965,0.9418,0.1024,0.0619,0.8735,0.8284,0.8848,3.1476
5233,OC,4,0.0,0.9477,0.9233,1.8075,0.773,0.5467,0.773,0.6059,0.6276,0.1045,0.1281,0.9484,0.9233,0.9729,2.3683
5234,OC,4,0.0,0.8383,0.8335,2.7864,1.1917,0.8416,0.6115,1.1917,0.8783,0.1208,0.2194,0.8786,0.8531,0.8335,2.4
5235,OC,4,0.0,0.8643,0.8657,1.2611,0.5393,0.5393,0.5008,0.4983,0.5116,0.0336,0.0204,0.8657,0.8694,0.8753,2.4411
5236,OC,4,0.0,0.9133,0.9044,1.3153,0.5625,0.2458,0.5625,0.4051,0.3878,0.0614,0.1616,0.934,0.9318,0.9044,1.1253
5237,OC,4,0.0,0.9493,0.9262,1.4728,0.6299,0.5579,0.472,0.6299,0.5503,0.0643,0.0574,0.9422,0.9262,0.9484,2.1724
5238,OC,4,0.0,0.9485,0.9305,2.2253,0.9517,0.9517,0.3508,0.6212,0.6276,0.2552,0.1122,0.9305,0.9497,0.9657,1.7656
5239,OC,4,0.0,0.8966,0.8981,2.1621,0.9247,0.8599,0.9247,0.707,0.8185,0.0813,0.1468,0.9024,0.9128,0.8981,3.0269
5240,OC,4,0.0,0.924,0.8951,1.9981,0.8545,0.8204,0.5502,0.8545,0.7023,0.2603,0.0874,0.9068,0.8951,0.941,2.955
5241,OC,4,0.0,0.9549,0.948,2.6765,1.1446,0.6631,1.1446,0.8902,0.8973,0.1814,0.0974,0.9548,0.948,0.9592,3.0655
5242,OC,4,0.0,0.8238,0.8295,1.7337,0.7415,0.7415,0.6819,0.2837,0.5055,0.3163,0.0975,0.8295,0.8303,0.8363,1.0905
5243,OC,4,0.0,0.8534,0.8395,1.9132,0.8182,0.7333,0.8182,0.3242,0.6224,0.1454,0.17,0.8871,0.8572,0.8395,2.6141
5244,OC,4,0.0,0.9537,0.9076,2.4533,1.0492,0.4005,0.6825,1.0492,0.708,0.2302,0.1465,0.9558,0.9076,0.9557,2.2518
5245,OC,4,0.0,0.8424,0.8561,1.8318,0.7834,0.5514,0.7834,0.5058,0.5455,0.1725,0.2527,0.882,0.8561,0.8627,1.9956
5246,OC,4,0.0,0.8352,0.826,1.3555,0.5797,0.5021,0.5797,0.5073,0.3672,0.3048,0.2325,0.8441,0.8507,0.826,1.9824
5247,OC,4,0.0,0.9127,0.8952,1.3501,0.5774,0.4964,0.5373,0.5774,0.5358,0.0215,0.0444,0.9275,0.9379,0.8952,2.1062
5248,OC,4,0.0,0.9639,0.9536,1.647,0.7044,0.7044,0.2728,0.3458,0.4151,0.0973,0.2197,0.9841,0.9536,0.9645,1.354
5249,OC,4,0.0,0.9615,0.9632,2.5306,1.0823,0.7104,1.0823,0.7881,0.8543,0.1468,0.1196,0.9754,0.9963,0.9632,2.9632
